CGS,CGS_IP_CG,CGS_IP_AMG,CGS_RED_AMG,Smoother,Smoother_JAC,Smoother_GS,Smoother_GSAC,Smoother_GSACBE,Smoother_GSRB,Smoother_GSRBAC,pre,post,numCore,perf
1,0,0,1,1,0,0,0,1,0,0,0,2,64,766.649
1,0,0,1,1,0,0,0,0,1,0,0,2,64,173.812
1,0,0,1,1,0,0,0,0,0,1,0,2,64,180.872
1,1,0,0,1,1,0,0,0,0,0,0,3,64,152.047
1,1,0,0,1,0,1,0,0,0,0,0,3,64,150.944
1,1,0,0,1,0,0,1,0,0,0,0,3,64,161.649
1,1,0,0,1,0,0,0,1,0,0,0,3,64,1129.36
1,1,0,0,1,0,0,0,0,1,0,0,3,64,201.456
1,1,0,0,1,0,0,0,0,0,1,0,3,64,212.176
1,0,1,0,1,1,0,0,0,0,0,0,3,64,151.52
1,0,1,0,1,0,1,0,0,0,0,0,3,64,148.629
1,0,1,0,1,0,0,1,0,0,0,0,3,64,159.269
1,0,1,0,1,0,0,0,1,0,0,0,3,64,1090.99
1,0,1,0,1,0,0,0,0,1,0,0,3,64,199.77
1,0,1,0,1,0,0,0,0,0,1,0,3,64,209.832
1,0,0,1,1,1,0,0,0,0,0,0,3,64,166.679
1,0,0,1,1,0,1,0,0,0,0,0,3,64,162.486
1,0,0,1,1,0,0,1,0,0,0,0,3,64,173.409
1,0,0,1,1,0,0,0,1,0,0,0,3,64,1102.71
1,0,0,1,1,0,0,0,0,1,0,0,3,64,213.996
1,0,0,1,1,0,0,0,0,0,1,0,3,64,224.217
1,1,0,0,1,1,0,0,0,0,0,0,4,64,176.019
1,1,0,0,1,0,1,0,0,0,0,0,4,64,173.899
1,1,0,0,1,0,0,1,0,0,0,0,4,64,189.451
1,1,0,0,1,0,0,0,1,0,0,0,4,64,1477.41
1,1,0,0,1,0,0,0,0,1,0,0,4,64,241.854
1,1,0,0,1,0,0,0,0,0,1,0,4,64,257.167
1,0,1,0,1,1,0,0,0,0,0,0,4,64,174.8
1,0,1,0,1,0,1,0,0,0,0,0,4,64,171.684
1,0,1,0,1,0,0,1,0,0,0,0,4,64,185.723
1,0,1,0,1,0,0,0,1,0,0,0,4,64,1427.31
1,0,1,0,1,0,0,0,0,1,0,0,4,64,240.639
1,0,1,0,1,0,0,0,0,0,1,0,4,64,253.101
1,0,0,1,1,1,0,0,0,0,0,0,4,64,190.135
1,0,0,1,1,0,1,0,0,0,0,0,4,64,185.433
1,0,0,1,1,0,0,1,0,0,0,0,4,64,199.975
1,0,0,1,1,0,0,0,1,0,0,0,4,64,1438.34
1,0,0,1,1,0,0,0,0,1,0,0,4,64,253.903
1,0,0,1,1,0,0,0,0,0,1,0,4,64,267.551
1,1,0,0,1,1,0,0,0,0,0,0,5,64,200.311
1,1,0,0,1,0,1,0,0,0,0,0,5,64,197.214
1,1,0,0,1,0,0,1,0,0,0,0,5,64,216.25
1,1,0,0,1,0,0,0,1,0,0,0,5,64,1830.23
1,1,0,0,1,0,0,0,0,1,0,0,5,64,282.722
1,1,0,0,1,0,0,0,0,0,1,0,5,64,301.309
1,0,1,0,1,1,0,0,0,0,0,0,5,64,199.403
1,0,1,0,1,0,1,0,0,0,0,0,5,64,194.83
1,0,1,0,1,0,0,1,0,0,0,0,5,64,213.105
1,0,1,0,1,0,0,0,1,0,0,0,5,64,1763.75
1,0,1,0,1,0,0,0,0,1,0,0,5,64,282.952
1,0,1,0,1,0,0,0,0,0,1,0,5,64,302.857
1,0,0,1,1,1,0,0,0,0,0,0,5,64,214.959
1,0,0,1,1,0,1,0,0,0,0,0,5,64,208.475
1,0,0,1,1,0,0,1,0,0,0,0,5,64,226.739
1,0,0,1,1,0,0,0,1,0,0,0,5,64,1774.61
1,0,0,1,1,0,0,0,0,1,0,0,5,64,294.439
1,0,0,1,1,0,0,0,0,0,1,0,5,64,315.402
1,1,0,0,1,1,0,0,0,0,0,0,6,64,223.693
1,1,0,0,1,0,1,0,0,0,0,0,6,64,220.704
1,1,0,0,1,0,0,1,0,0,0,0,6,64,243.058
1,1,0,0,1,0,0,0,1,0,0,0,6,64,2184.08
1,1,0,0,1,0,0,0,0,1,0,0,6,64,322.768
1,1,0,0,1,0,0,0,0,0,1,0,6,64,345.461
1,0,1,0,1,1,0,0,0,0,0,0,6,64,222.712
1,0,1,0,1,0,1,0,0,0,0,0,6,64,217.857
1,0,1,0,1,0,0,1,0,0,0,0,6,64,239.383
1,0,1,0,1,0,0,0,1,0,0,0,6,64,2103.1
1,0,1,0,1,0,0,0,0,1,0,0,6,64,318.349
1,0,1,0,1,0,0,0,0,0,1,0,6,64,340.01
1,0,0,1,1,1,0,0,0,0,0,0,6,64,238.468
1,0,0,1,1,0,1,0,0,0,0,0,6,64,231.69
1,0,0,1,1,0,0,1,0,0,0,0,6,64,253.355
1,0,0,1,1,0,0,0,1,0,0,0,6,64,2114.55
1,0,0,1,1,0,0,0,0,1,0,0,6,64,333.623
1,0,0,1,1,0,0,0,0,0,1,0,6,64,354.485
1,1,0,0,1,1,0,0,0,0,0,1,0,64,100.795
1,1,0,0,1,0,1,0,0,0,0,1,0,64,100.892
1,1,0,0,1,0,0,1,0,0,0,1,0,64,107.813
1,1,0,0,1,0,0,0,1,0,0,1,0,64,436.704
1,1,0,0,1,0,0,0,0,1,0,1,0,64,117.788
1,1,0,0,1,0,0,0,0,0,1,1,0,64,123.114
1,0,1,0,1,1,0,0,0,0,0,1,0,64,100.315
1,0,1,0,1,0,1,0,0,0,0,1,0,64,100.444
1,0,1,0,1,0,0,1,0,0,0,1,0,64,106.364
1,0,1,0,1,0,0,0,1,0,0,1,0,64,421.819
1,0,1,0,1,0,0,0,0,1,0,1,0,64,117.683
1,0,1,0,1,0,0,0,0,0,1,1,0,64,122.984
1,0,0,1,1,1,0,0,0,0,0,1,0,64,111.783
1,0,0,1,1,0,1,0,0,0,0,1,0,64,110.421
1,0,0,1,1,0,0,1,0,0,0,1,0,64,120.324
1,0,0,1,1,0,0,0,1,0,0,1,0,64,436.26
1,0,0,1,1,0,0,0,0,1,0,1,0,64,128.278
1,0,0,1,1,0,0,0,0,0,1,1,0,64,136.746
1,1,0,0,1,1,0,0,0,0,0,1,1,64,127.204
1,1,0,0,1,0,1,0,0,0,0,1,1,64,125.993
1,1,0,0,1,0,0,1,0,0,0,1,1,64,135.351
1,1,0,0,1,0,0,0,1,0,0,1,1,64,784.054
1,1,0,0,1,0,0,0,0,1,0,1,1,64,159.495
1,1,0,0,1,0,0,0,0,0,1,1,1,64,168.712
1,0,1,0,1,1,0,0,0,0,0,1,1,64,128.044
1,0,1,0,1,0,1,0,0,0,0,1,1,64,125.467
1,0,1,0,1,0,0,1,0,0,0,1,1,64,132.929
1,0,1,0,1,0,0,0,1,0,0,1,1,64,755.845
1,0,1,0,1,0,0,0,0,1,0,1,1,64,159.659
1,0,1,0,1,0,0,0,0,0,1,1,1,64,166.802
1,0,0,1,1,1,0,0,0,0,0,1,1,64,143.21
1,0,0,1,1,0,1,0,0,0,0,1,1,64,137.698
1,0,0,1,1,0,0,1,0,0,0,1,1,64,146.674
1,0,0,1,1,0,0,0,1,0,0,1,1,64,771.305
1,0,0,1,1,0,0,0,0,1,0,1,1,64,172.493
1,0,0,1,1,0,0,0,0,0,1,1,1,64,180.55
1,1,0,0,1,1,0,0,0,0,0,1,2,64,152.159
1,1,0,0,1,0,1,0,0,0,0,1,2,64,150.043
1,1,0,0,1,0,0,1,0,0,0,1,2,64,162.644
1,1,0,0,1,0,0,0,1,0,0,1,2,64,1135.52
1,1,0,0,1,0,0,0,0,1,0,1,2,64,201.158
1,1,0,0,1,0,0,0,0,0,1,1,2,64,213.061
1,0,1,0,1,1,0,0,0,0,0,1,2,64,152.18
1,0,1,0,1,0,1,0,0,0,0,1,2,64,148.515
1,0,1,0,1,0,0,1,0,0,0,1,2,64,159.326
1,0,1,0,1,0,0,0,1,0,0,1,2,64,1093.25
1,0,1,0,1,0,0,0,0,1,0,1,2,64,199.575
1,0,1,0,1,0,0,0,0,0,1,1,2,64,210.483
1,0,0,1,1,1,0,0,0,0,0,1,2,64,167.485
1,0,0,1,1,0,1,0,0,0,0,1,2,64,162.318
1,0,0,1,1,0,0,1,0,0,0,1,2,64,173.514
1,0,0,1,1,0,0,0,1,0,0,1,2,64,1104.4
1,0,0,1,1,0,0,0,0,1,0,1,2,64,213.048
1,0,0,1,1,0,0,0,0,0,1,1,2,64,223.943
1,1,0,0,1,1,0,0,0,0,0,1,3,64,176.492
1,1,0,0,1,0,1,0,0,0,0,1,3,64,174.024
1,1,0,0,1,0,0,1,0,0,0,1,3,64,189.148
1,1,0,0,1,0,0,0,1,0,0,1,3,64,1480.08
1,1,0,0,1,0,0,0,0,1,0,1,3,64,241.937
1,1,0,0,1,0,0,0,0,0,1,1,3,64,258.123
1,0,1,0,1,1,0,0,0,0,0,1,3,64,175.902
1,0,1,0,1,0,1,0,0,0,0,1,3,64,171.541
1,0,1,0,1,0,0,1,0,0,0,1,3,64,185.956
1,0,1,0,1,0,0,0,1,0,0,1,3,64,1428.75
1,0,1,0,1,0,0,0,0,1,0,1,3,64,239.464
1,0,1,0,1,0,0,0,0,0,1,1,3,64,253.256
1,0,0,1,1,1,0,0,0,0,0,1,3,64,191.425
1,0,0,1,1,0,1,0,0,0,0,1,3,64,185.38
1,0,0,1,1,0,0,1,0,0,0,1,3,64,199.601
1,0,0,1,1,0,0,0,1,0,0,1,3,64,1443.09
1,0,0,1,1,0,0,0,0,1,0,1,3,64,252.813
1,0,0,1,1,0,0,0,0,0,1,1,3,64,267.393
1,1,0,0,1,1,0,0,0,0,0,1,4,64,202.147
1,1,0,0,1,0,1,0,0,0,0,1,4,64,197.181
1,1,0,0,1,0,0,1,0,0,0,1,4,64,216.868
1,1,0,0,1,0,0,0,1,0,0,1,4,64,1835.71
1,1,0,0,1,0,0,0,0,1,0,1,4,64,283.449
1,1,0,0,1,0,0,0,0,0,1,1,4,64,302.136
1,0,1,0,1,1,0,0,0,0,0,1,4,64,199.83
1,0,1,0,1,0,1,0,0,0,0,1,4,64,194.679
1,0,1,0,1,0,0,1,0,0,0,1,4,64,212.948
1,0,1,0,1,0,0,0,1,0,0,1,4,64,1767.85
1,0,1,0,1,0,0,0,0,1,0,1,4,64,279.601
1,0,1,0,1,0,0,0,0,0,1,1,4,64,296.932
1,0,0,1,1,1,0,0,0,0,0,1,4,64,215.395
1,0,0,1,1,0,1,0,0,0,0,1,4,64,208.641
1,0,0,1,1,0,0,1,0,0,0,1,4,64,226.557
1,0,0,1,1,0,0,0,1,0,0,1,4,64,1784.78
1,0,0,1,1,0,0,0,0,1,0,1,4,64,293.862
1,0,0,1,1,0,0,0,0,0,1,1,4,64,310.231
1,1,0,0,1,1,0,0,0,0,0,1,5,64,225.245
1,1,0,0,1,0,1,0,0,0,0,1,5,64,220.744
1,1,0,0,1,0,0,1,0,0,0,1,5,64,243.708
1,1,0,0,1,0,0,0,1,0,0,1,5,64,2179.25
1,1,0,0,1,0,0,0,0,1,0,1,5,64,323.663
1,1,0,0,1,0,0,0,0,0,1,1,5,64,346.815
1,0,1,0,1,1,0,0,0,0,0,1,5,64,223.301
1,0,1,0,1,0,1,0,0,0,0,1,5,64,217.668
1,0,1,0,1,0,0,1,0,0,0,1,5,64,239.01
1,0,1,0,1,0,0,0,1,0,0,1,5,64,2102.31
1,0,1,0,1,0,0,0,0,1,0,1,5,64,318.465
1,0,1,0,1,0,0,0,0,0,1,1,5,64,343.871
1,0,0,1,1,1,0,0,0,0,0,1,5,64,238.942
1,0,0,1,1,0,1,0,0,0,0,1,5,64,231.515
1,0,0,1,1,0,0,1,0,0,0,1,5,64,253.607
1,0,0,1,1,0,0,0,1,0,0,1,5,64,2119.95
1,0,0,1,1,0,0,0,0,1,0,1,5,64,333.928
1,0,0,1,1,0,0,0,0,0,1,1,5,64,357.433
1,1,0,0,1,1,0,0,0,0,0,1,6,64,249.151
1,1,0,0,1,0,1,0,0,0,0,1,6,64,244.392
1,1,0,0,1,0,0,1,0,0,0,1,6,64,270.462
1,1,0,0,1,0,0,0,1,0,0,1,6,64,2538.94
1,1,0,0,1,0,0,0,0,1,0,1,6,64,364.335
1,1,0,0,1,0,0,0,0,0,1,1,6,64,390.005
1,0,1,0,1,1,0,0,0,0,0,1,6,64,247.86
1,0,1,0,1,0,1,0,0,0,0,1,6,64,240.759
1,0,1,0,1,0,0,1,0,0,0,1,6,64,266.188
1,0,1,0,1,0,0,0,1,0,0,1,6,64,2441.03
1,0,1,0,1,0,0,0,0,1,0,1,6,64,359.453
1,0,1,0,1,0,0,0,0,0,1,1,6,64,388.281
1,0,0,1,1,1,0,0,0,0,0,1,6,64,263.11
1,0,0,1,1,0,1,0,0,0,0,1,6,64,254.564
1,0,0,1,1,0,0,1,0,0,0,1,6,64,281.797
1,0,0,1,1,0,0,0,1,0,0,1,6,64,2457.13
1,0,0,1,1,0,0,0,0,1,0,1,6,64,373.557
1,0,0,1,1,0,0,0,0,0,1,1,6,64,398.347
1,1,0,0,1,1,0,0,0,0,0,2,0,64,126.258
1,1,0,0,1,0,1,0,0,0,0,2,0,64,126.822
1,1,0,0,1,0,0,1,0,0,0,2,0,64,136.78
1,1,0,0,1,0,0,0,1,0,0,2,0,64,790.322
1,1,0,0,1,0,0,0,0,1,0,2,0,64,160.125
1,1,0,0,1,0,0,0,0,0,1,2,0,64,169.893
1,0,1,0,1,1,0,0,0,0,0,2,0,64,125.574
1,0,1,0,1,0,1,0,0,0,0,2,0,64,125.984
1,0,1,0,1,0,0,1,0,0,0,2,0,64,134.043
1,0,1,0,1,0,0,0,1,0,0,2,0,64,761.665
1,0,1,0,1,0,0,0,0,1,0,2,0,64,160.375
1,0,1,0,1,0,0,0,0,0,1,2,0,64,167.607
1,0,0,1,1,1,0,0,0,0,0,2,0,64,137.005
1,0,0,1,1,0,1,0,0,0,0,2,0,64,139.437
1,0,0,1,1,0,0,1,0,0,0,2,0,64,148.221
1,0,0,1,1,0,0,0,1,0,0,2,0,64,776.522
1,0,0,1,1,0,0,0,0,1,0,2,0,64,174.416
1,0,0,1,1,0,0,0,0,0,1,2,0,64,181.971
1,1,0,0,1,1,0,0,0,0,0,2,1,64,152.787
1,1,0,0,1,0,1,0,0,0,0,2,1,64,150.166
1,1,0,0,1,0,0,1,0,0,0,2,1,64,163.814
1,1,0,0,1,0,0,0,1,0,0,2,1,64,1140.75
1,1,0,0,1,0,0,0,0,1,0,2,1,64,201.242
1,1,0,0,1,0,0,0,0,0,1,2,1,64,213.721
1,0,1,0,1,1,0,0,0,0,0,2,1,64,151.74
1,0,1,0,1,0,1,0,0,0,0,2,1,64,149.019
1,0,1,0,1,0,0,1,0,0,0,2,1,64,160.454
1,0,1,0,1,0,0,0,1,0,0,2,1,64,1095.09
1,0,1,0,1,0,0,0,0,1,0,2,1,64,200.735
1,0,1,0,1,0,0,0,0,0,1,2,1,64,211.523
1,0,0,1,1,1,0,0,0,0,0,2,1,64,168.637
1,0,0,1,1,0,1,0,0,0,0,2,1,64,163.344
1,0,0,1,1,0,0,1,0,0,0,2,1,64,175.101
1,0,0,1,1,0,0,0,1,0,0,2,1,64,1111.95
1,0,0,1,1,0,0,0,0,1,0,2,1,64,215.029
1,0,0,1,1,0,0,0,0,0,1,2,1,64,226.737
1,1,0,0,1,1,0,0,0,0,0,2,2,64,176.876
1,1,0,0,1,0,1,0,0,0,0,2,2,64,173.847
1,1,0,0,1,0,0,1,0,0,0,2,2,64,190.021
1,1,0,0,1,0,0,0,1,0,0,2,2,64,1487.98
1,1,0,0,1,0,0,0,0,1,0,2,2,64,242.048
1,1,0,0,1,0,0,0,0,0,1,2,2,64,259.264
1,0,1,0,1,1,0,0,0,0,0,2,2,64,175.973
1,0,1,0,1,0,1,0,0,0,0,2,2,64,172.497
1,0,1,0,1,0,0,1,0,0,0,2,2,64,187.174
1,0,1,0,1,0,0,0,1,0,0,2,2,64,1429.75
1,0,1,0,1,0,0,0,0,1,0,2,2,64,240.834
1,0,1,0,1,0,0,0,0,0,1,2,2,64,254.912
1,0,0,1,1,1,0,0,0,0,0,2,2,64,192.448
1,0,0,1,1,0,1,0,0,0,0,2,2,64,186.856
1,0,0,1,1,0,0,1,0,0,0,2,2,64,202.181
1,0,0,1,1,0,0,0,1,0,0,2,2,64,1449.29
1,0,0,1,1,0,0,0,0,1,0,2,2,64,254.868
1,0,0,1,1,0,0,0,0,0,1,2,2,64,270.1
1,1,0,0,1,1,0,0,0,0,0,2,3,64,201.68
1,1,0,0,1,0,1,0,0,0,0,2,3,64,197.433
1,1,0,0,1,0,0,1,0,0,0,2,3,64,216.473
1,1,0,0,1,0,0,0,1,0,0,2,3,64,1838.74
1,1,0,0,1,0,0,0,0,1,0,2,3,64,282.807
1,1,0,0,1,0,0,0,0,0,1,2,3,64,302.957
1,0,1,0,1,1,0,0,0,0,0,2,3,64,199.991
1,0,1,0,1,0,1,0,0,0,0,2,3,64,195.449
1,0,1,0,1,0,0,1,0,0,0,2,3,64,213.575
1,0,1,0,1,0,0,0,1,0,0,2,3,64,1767.2
1,0,1,0,1,0,0,0,0,1,0,2,3,64,280.996
1,0,1,0,1,0,0,0,0,0,1,2,3,64,298.207
1,0,0,1,1,1,0,0,0,0,0,2,3,64,217.044
1,0,0,1,1,0,1,0,0,0,0,2,3,64,210.01
1,0,0,1,1,0,0,1,0,0,0,2,3,64,228.533
1,0,0,1,1,0,0,0,1,0,0,2,3,64,1787.08
1,0,0,1,1,0,0,0,0,1,0,2,3,64,295.952
1,0,0,1,1,0,0,0,0,0,1,2,3,64,313.25
1,1,0,0,1,1,0,0,0,0,0,2,4,64,226.306
1,1,0,0,1,0,1,0,0,0,0,2,4,64,221.306
1,1,0,0,1,0,0,1,0,0,0,2,4,64,243.668
1,1,0,0,1,0,0,0,1,0,0,2,4,64,2190.42
1,1,0,0,1,0,0,0,0,1,0,2,4,64,322.406
1,1,0,0,1,0,0,0,0,0,1,2,4,64,346.022
1,0,1,0,1,1,0,0,0,0,0,2,4,64,223.402
1,0,1,0,1,0,1,0,0,0,0,2,4,64,218.641
1,0,1,0,1,0,0,1,0,0,0,2,4,64,240.11
1,0,1,0,1,0,0,0,1,0,0,2,4,64,2107.13
1,0,1,0,1,0,0,0,0,1,0,2,4,64,321.204
1,0,1,0,1,0,0,0,0,0,1,2,4,64,342.111
1,0,0,1,1,1,0,0,0,0,0,2,4,64,240.999
1,0,0,1,1,0,1,0,0,0,0,2,4,64,233.592
1,0,0,1,1,0,0,1,0,0,0,2,4,64,255.654
1,0,0,1,1,0,0,0,1,0,0,2,4,64,2122.78
1,0,0,1,1,0,0,0,0,1,0,2,4,64,337.134
1,0,0,1,1,0,0,0,0,0,1,2,4,64,357.698
1,1,0,0,1,1,0,0,0,0,0,2,5,64,249.496
1,1,0,0,1,0,1,0,0,0,0,2,5,64,244.42
1,1,0,0,1,0,0,1,0,0,0,2,5,64,270.596
1,1,0,0,1,0,0,0,1,0,0,2,5,64,2536.14
1,1,0,0,1,0,0,0,0,1,0,2,5,64,363.499
1,1,0,0,1,0,0,0,0,0,1,2,5,64,390.443
1,0,1,0,1,1,0,0,0,0,0,2,5,64,247.78
1,0,1,0,1,0,1,0,0,0,0,2,5,64,241.605
1,0,1,0,1,0,0,1,0,0,0,2,5,64,267.186
1,0,1,0,1,0,0,0,1,0,0,2,5,64,2447.2
1,0,1,0,1,0,0,0,0,1,0,2,5,64,360.746
1,0,1,0,1,0,0,0,0,0,1,2,5,64,384.945
1,0,0,1,1,1,0,0,0,0,0,2,5,64,265.241
1,0,0,1,1,0,1,0,0,0,0,2,5,64,256.752
1,0,0,1,1,0,0,1,0,0,0,2,5,64,282.324
1,0,0,1,1,0,0,0,1,0,0,2,5,64,2464.05
1,0,0,1,1,0,0,0,0,1,0,2,5,64,376.234
1,0,0,1,1,0,0,0,0,0,1,2,5,64,399.515
1,1,0,0,1,1,0,0,0,0,0,2,6,64,273.219
1,1,0,0,1,0,1,0,0,0,0,2,6,64,267.283
1,1,0,0,1,0,0,1,0,0,0,2,6,64,297.772
1,1,0,0,1,0,0,0,1,0,0,2,6,64,2884.46
1,1,0,0,1,0,0,0,0,1,0,2,6,64,404.142
1,1,0,0,1,0,0,0,0,0,1,2,6,64,436.101
1,0,1,0,1,1,0,0,0,0,0,2,6,64,270.991
1,0,1,0,1,0,1,0,0,0,0,2,6,64,264.699
1,0,1,0,1,0,0,1,0,0,0,2,6,64,293.713
1,0,1,0,1,0,0,0,1,0,0,2,6,64,2780.57
1,0,1,0,1,0,0,0,0,1,0,2,6,64,407.302
1,0,1,0,1,0,0,0,0,0,1,2,6,64,431.754
1,0,0,1,1,1,0,0,0,0,0,2,6,64,289.437
1,0,0,1,1,0,1,0,0,0,0,2,6,64,279.765
1,0,0,1,1,0,0,1,0,0,0,2,6,64,308.913
1,0,0,1,1,0,0,0,1,0,0,2,6,64,2801.69
1,0,0,1,1,0,0,0,0,1,0,2,6,64,418.073
1,0,0,1,1,0,0,0,0,0,1,2,6,64,446.69
1,1,0,0,1,1,0,0,0,0,0,3,0,64,152.796
1,1,0,0,1,0,1,0,0,0,0,3,0,64,150.976
1,1,0,0,1,0,0,1,0,0,0,3,0,64,165.13
1,1,0,0,1,0,0,0,1,0,0,3,0,64,1145.8
1,1,0,0,1,0,0,0,0,1,0,3,0,64,201.986
1,1,0,0,1,0,0,0,0,0,1,3,0,64,214.899
1,0,1,0,1,1,0,0,0,0,0,3,0,64,152.67
1,0,1,0,1,0,1,0,0,0,0,3,0,64,149.282
1,0,1,0,1,0,0,1,0,0,0,3,0,64,160.858
1,0,1,0,1,0,0,0,1,0,0,3,0,64,1101.24
1,0,1,0,1,0,0,0,0,1,0,3,0,64,200.333
1,0,1,0,1,0,0,0,0,0,1,3,0,64,210.684
1,0,0,1,1,1,0,0,0,0,0,3,0,64,166.661
1,0,0,1,1,0,1,0,0,0,0,3,0,64,163.713
1,0,0,1,1,0,0,1,0,0,0,3,0,64,175.453
1,0,0,1,1,0,0,0,1,0,0,3,0,64,1118.25
1,0,0,1,1,0,0,0,0,1,0,3,0,64,214.449
1,0,0,1,1,0,0,0,0,0,1,3,0,64,225.429
1,1,0,0,1,1,0,0,0,0,0,3,1,64,177.939
1,1,0,0,1,0,1,0,0,0,0,3,1,64,174.832
1,1,0,0,1,0,0,1,0,0,0,3,1,64,190.593
1,1,0,0,1,0,0,0,1,0,0,3,1,64,1492.14
1,1,0,0,1,0,0,0,0,1,0,3,1,64,242.077
1,1,0,0,1,0,0,0,0,0,1,3,1,64,259.205
1,0,1,0,1,1,0,0,0,0,0,3,1,64,177.144
1,0,1,0,1,0,1,0,0,0,0,3,1,64,172.229
1,0,1,0,1,0,0,1,0,0,0,3,1,64,187.511
1,0,1,0,1,0,0,0,1,0,0,3,1,64,1434.01
1,0,1,0,1,0,0,0,0,1,0,3,1,64,240.317
1,0,1,0,1,0,0,0,0,0,1,3,1,64,254.862
1,0,0,1,1,1,0,0,0,0,0,3,1,64,193.01
1,0,0,1,1,0,1,0,0,0,0,3,1,64,186.934
1,0,0,1,1,0,0,1,0,0,0,3,1,64,202.524
1,0,0,1,1,0,0,0,1,0,0,3,1,64,1454.18
1,0,0,1,1,0,0,0,0,1,0,3,1,64,255.245
1,0,0,1,1,0,0,0,0,0,1,3,1,64,270.212
1,1,0,0,1,1,0,0,0,0,0,3,2,64,202.767
1,1,0,0,1,0,1,0,0,0,0,3,2,64,197.777
1,1,0,0,1,0,0,1,0,0,0,3,2,64,217.515
1,1,0,0,1,0,0,0,1,0,0,3,2,64,1839.8
1,1,0,0,1,0,0,0,0,1,0,3,2,64,283.17
1,1,0,0,1,0,0,0,0,0,1,3,2,64,304.61
1,0,1,0,1,1,0,0,0,0,0,3,2,64,201.045
1,0,1,0,1,0,1,0,0,0,0,3,2,64,195.378
1,0,1,0,1,0,0,1,0,0,0,3,2,64,214.015
1,0,1,0,1,0,0,0,1,0,0,3,2,64,1771.75
1,0,1,0,1,0,0,0,0,1,0,3,2,64,280.627
1,0,1,0,1,0,0,0,0,0,1,3,2,64,298.42
1,0,0,1,1,1,0,0,0,0,0,3,2,64,217.382
1,0,0,1,1,0,1,0,0,0,0,3,2,64,210.115
1,0,0,1,1,0,0,1,0,0,0,3,2,64,229.038
1,0,0,1,1,0,0,0,1,0,0,3,2,64,1786.92
1,0,0,1,1,0,0,0,0,1,0,3,2,64,295.345
1,0,0,1,1,0,0,0,0,0,1,3,2,64,313.794
1,1,0,0,1,1,0,0,0,0,0,3,3,64,226.247
1,1,0,0,1,0,1,0,0,0,0,3,3,64,221.142
1,1,0,0,1,0,0,1,0,0,0,3,3,64,246.171
1,1,0,0,1,0,0,0,1,0,0,3,3,64,2184.29
1,1,0,0,1,0,0,0,0,1,0,3,3,64,323.363
1,1,0,0,1,0,0,0,0,0,1,3,3,64,348.124
1,0,1,0,1,1,0,0,0,0,0,3,3,64,225.404
1,0,1,0,1,0,1,0,0,0,0,3,3,64,218.678
1,0,1,0,1,0,0,1,0,0,0,3,3,64,241.005
1,0,1,0,1,0,0,0,1,0,0,3,3,64,2110.61
1,0,1,0,1,0,0,0,0,1,0,3,3,64,321.423
1,0,1,0,1,0,0,0,0,0,1,3,3,64,342.558
1,0,0,1,1,1,0,0,0,0,0,3,3,64,241.592
1,0,0,1,1,0,1,0,0,0,0,3,3,64,234.27
